BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-1.0983742432730024,-1.6674741562619928,-0.4001537598423602,-0.5760069348312677,0.011166606867677554,0.0,-0.44048058044695926,-0.30508118223966163,-0.13242758184812617,0.0,0.0,-0.4463946303571863,-0.7835042169889226,-0.9017665966779642,-0.525916313817637,0.0,0.0
0.46942129562841406,-0.8138787059648912,-1.7809904629569568,-0.5760069348312677,-0.7314431256883617,1.250047704371508,-0.7106623779563053,-0.30508118223966163,-0.27545857151423253,1.1119897351243668,1.0,-0.9463946303571864,0.6045035031885635,0.9786576191211693,0.8073615288537925,1.502797937994801,0.0
0.37922775625996596,0.0,0.22952181881537745,0.4698272549724091,-0.7314431256883617,0.0,0.5042229814986737,2.3368456135714797,-0.27545857151423253,0.0,0.0,0.2209641293792101,0.6537306433051476,-0.19997599623750337,0.4561904310055022,0.0,0.0
0.23341930699816063,-3.510781112967711,0.42943952943028496,0.5738210374545714,-0.7314431256883617,0.759884950671632,-0.5703713364574111,0.0,-0.27545857151423253,0.3988747451117788,0.430676558073393,-0.6309297535714576,0.6537306433051476,-4.223217733542054,0.0,0.0,0.0
-0.02378282445047953,0.0,-0.9246481925135918,-0.1305522948753838,-0.7314431256883617,0.0,-0.5703713364574111,0.0,-0.27545857151423253,0.0,0.0,-0.6309297535714576,-0.653516735312639,-0.14591698154431915,-0.15922513290730364,0.0,0.0
0.2631928979645985,0.0,0.3940539820937364,-0.5760069348312677,0.43828908811602957,0.0,0.18466668336004002,-0.30508118223966163,0.5456978875403685,0.0,0.0,0.05360536964281402,-0.3643712637710481,0.306679091479028,1.337277109930375,0.0,0.0
-0.11950585513685105,0.0,0.8989879592897886,0.8020187569229784,0.33094860859211617,0.0,0.5042229814986737,2.3368456135714797,0.9631540543324343,0.0,0.0,0.9534508897381736,1.073138226048005,1.2520910410549018,-0.29748489751007423,5.190897928933398,0.0
0.2659422802755797,0.0,0.05681523436490306,-0.5760069348312677,0.2569231266713774,0.0,0.5042229814986737,-0.30508118223966163,0.9631540543324343,0.0,0.0,0.2209641293792101,-0.1895358085610727,-0.14524517168425657,0.3483819352499663,0.0,0.0
0.05424064752075599,0.0,0.26217464591744244,0.44533365038232864,0.13060798371877344,0.0,-0.2064398346349572,0.0,0.12328563142801818,0.0,0.0,-0.13092975357145759,0.6045035031885635,-0.13683123905272726,-0.0007968373377029551,0.0,0.0
-0.6296246470763897,-4.510780884271862,0.38211428619540533,0.549203253288547,-0.7314431256883617,0.0,-0.44048058044695926,0.28246440387274785,-0.27545857151423253,0.0,0.0,-0.3154648767857289,0.9270070984312606,0.19173061897980612,-0.7404524542660711,0.0,0.0
0.1417405298755791,0.0,0.2820527331375394,-0.5760069348312677,0.37805516085605784,0.0,0.5042229814986737,-0.30508118223966163,0.9631540543324343,0.0,0.0,0.2209641293792101,-0.653516735312639,0.1464335603256413,1.2700845247711776,0.0,0.0
-0.11747802357418628,-1.6674741562619928,0.42806216015621384,0.5731045534560061,-0.7314431256883617,0.0,-0.3195566486804155,0.5454292779676924,-0.27545857151423253,0.0,0.0,-0.06077275577647539,-0.28922467340878255,-0.1212966265381645,-0.4550362514441768,0.0,0.0
0.199407167431989,0.0,0.6602393497750383,0.6542134140396328,0.3377326017480986,0.0,0.5042229814986737,0.5454292779676924,0.8871028752497621,0.0,0.0,0.5536053696428138,0.0,-0.21398305961970604,0.29479548151123763,1.6710958810162835,0.0
