BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0.3790449186812894,0.862496620519562,0.4229940419519034,0.0,0.45587891281615606,0.0,0.22239283353497216,0.0,0.11547677351370127,0.0,0.0,0.18673331429495207,0.46681108490506484,0.4903239318741358,0.438874031793633,0.0,1.0000000000000004
0.8191158427950722,0.932885872841225,0.0,0.0,0.0,0.8150754869227224,0.0,0.0,0.0,0.24352920263396988,0.3338887761076433,0.0,0.7718141561229823,0.7679185605738316,0.6200126223673177,0.2895063548867718,1.0000000000000004
0.7937990503727781,1.0,0.615883626603055,0.6266105378478743,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4359695403536438,0.7826314078605396,0.5939246510721788,0.5723026584883718,0.0,1.0000000000000004
0.7528714820654958,0.7104937034038775,0.6771247569119678,0.6889183114981267,0.0,0.495471967996077,0.11547677351370127,0.11547677351370127,0.0,0.08735480693716603,0.14379806887337757,0.1178156039716956,0.7826314078605396,0.0,0.5103248103153541,0.0,1.0000000000000004
0.6806763667828295,1.0,0.26232477558865075,0.2668937143678436,0.0,0.0,0.11547677351370127,0.11547677351370127,0.0,0.0,0.0,0.1178156039716956,0.49537474529023884,0.6019050269817969,0.4886925479048819,0.0,1.0000000000000004
0.7612287527463188,1.0,0.6662850423672967,0.0,0.718084111394191,0.0,0.7369658827051856,0.0,0.6629647089971256,0.0,0.0,0.3734666285899042,0.558912040916852,0.6687188011218322,0.6920067397276723,0.0,1.0000000000000004
0.6538074788903169,1.0,0.8209623213324713,0.825642753217324,0.6521891211170016,0.0,1.0,1.0,1.0,0.0,0.0,0.7095289012316469,0.8747927114102756,0.8082837338140223,0.4699086319860398,1.0,1.0000000000000004
0.7620004880806236,1.0,0.5629781265800367,0.0,0.6067457950477841,0.0,1.0,0.0,1.0,0.0,0.0,0.4359695403536438,0.5973306678608046,0.6020042018419662,0.5576558396873491,0.0,1.0000000000000004
0.7025770933514274,1.0,0.6258862223378766,0.6119352184753984,0.5292024940150241,0.0,0.41503713860503844,0.11547677351370127,0.3219280948873623,0.0,0.0,0.30454891826664765,0.7718141561229823,0.6032462952404289,0.5102165523156721,0.0,1.0000000000000004
0.5106201546465303,0.6280316469350506,0.6626275351353988,0.6741685900534767,0.0,0.0,0.22239283353497216,0.22239283353497216,0.0,0.0,0.0,0.2356312079433912,0.8426816200411691,0.6517497160212886,0.40972723818152,0.0,1.0000000000000004
0.7271377922004088,1.0,0.6319755104054197,0.0,0.6811072498340698,0.0,1.0,0.0,1.0,0.0,0.0,0.4359695403536438,0.49537474529023884,0.6450628099111438,0.6828779821775187,0.0,1.0000000000000004
0.6543766792022111,0.862496620519562,0.6767028250534175,0.688489030807098,0.0,0.0,0.3219280948873623,0.3219280948873623,0.0,0.0,0.0,0.330750215705129,0.5754248747569366,0.6055395676609509,0.44850376851255896,0.0,1.0000000000000004
0.7433244758911701,1.0,0.7478260561091824,0.7370853257552247,0.6563537304520511,0.0,1.0,0.3219280948873623,0.9385997062393202,0.0,0.0,0.5601999428848562,0.638979574330508,0.5918568806584144,0.5503756056705393,0.3219280948873623,1.0000000000000004
0.69280905384451,1.0,0.7099791410974264,0.569217763162286,0.7433635735127196,0.0,0.8073549220576041,0.22239283353497216,0.8073549220576041,0.0,0.0,0.5601999428848562,0.7826314078605396,0.6841991212137598,0.49096375457616986,0.11547677351370127,1.0000000000000004
0.8045006735566637,1.0,0.0,0.0,0.0,0.5437921912015903,0.0,0.0,0.0,0.08735480693716603,0.14379806887337757,0.0,0.638979574330508,0.6177598685120587,0.6128986122475099,0.0,1.0000000000000004
0.89678915033791,1.0,0.6838323476932432,0.0,0.7369955987473752,0.7194370998233913,0.5849625007211562,0.0,0.5849625007211562,0.16823368411269113,0.3338887761076433,0.4223645222383433,0.7927503613179727,0.7013135385837174,0.6802666079885439,0.0,1.0000000000000004
0.7749532324925059,0.9068905956085185,0.0,0.0,0.0,0.7371266874632023,0.0,0.0,0.0,0.24352920263396988,0.28759613774675513,0.0,0.638979574330508,0.5513823340721328,0.5269379516906488,0.0,0.4059749768159926
0.37950098775783997,0.540567930520432,0.579036606264771,0.0,0.6240527108293294,0.0,0.5025006799867999,0.0,0.41503713860503844,0.0,0.0,0.3734666285899042,0.6104002530880974,0.5116774468095079,0.38199402438100094,0.3219280948873623,1.0000000000000004
0.7708067302499031,1.0,0.5763906353188482,0.4821240806214575,0.5814638103628942,0.0,0.7369658827051856,0.11547677351370127,0.6629647089971256,0.0,0.0,0.3913749648496988,0.8688751121873277,0.6877479768055363,0.5875557507948472,0.0,1.0000000000000004
0.8303636336319984,1.0,0.554661157960763,0.0,0.5977822394511508,0.0,1.0,0.0,1.0,0.0,0.0,0.4359695403536438,0.6840778229474522,0.6425325365274809,0.838480877237973,0.0,1.0000000000000004
0.772205046242062,1.0,0.4796102596062536,0.0,0.5168966511108312,0.0,0.7369658827051856,0.0,0.7369658827051856,0.0,0.0,0.3734666285899042,0.5754248747569366,0.49952834028858395,0.8459597915752575,0.0,1.0000000000000004
0.8888756543682208,1.0,0.8108894509930222,0.8181025393706515,0.6098269282770763,0.5053697006230249,1.0,0.9385997062393202,1.0,0.3139634751770689,0.40369221643405473,0.7704149447975278,0.8462052629418748,0.705144430994631,0.6589003489910571,0.0,1.0000000000000004
0.4965154786349613,0.7104937034038775,0.6208579965102314,0.0,0.6691254258717994,0.0,1.0,0.0,1.0,0.0,0.0,0.4912822325615997,0.558912040916852,0.7168723008371222,0.39650480818599143,0.0,1.0000000000000004
0.8364754216541261,0.862496620519562,0.7735379095766476,0.7675315187103903,0.6663873860592362,0.834890182922475,1.0,0.11547677351370127,0.9385997062393202,0.3139634751770689,0.5474902853074324,0.4485658196768247,0.8112176950128827,0.8451946604096613,0.6453489861974712,0.0,1.0000000000000004
0.8715298160578321,1.0,0.0,0.0,0.0,0.6211921676999052,0.0,0.0,0.0,0.3384893580695242,0.3338887761076433,0.0,0.7476455818249981,0.6702002659063838,0.6587515172450609,0.0,0.8706984847056556
0.5216275173778282,1.0,0.5548833053495104,0.0,0.5980216572680065,0.0,1.0,0.0,1.0,0.0,0.0,0.4359695403536438,0.638979574330508,0.4962740370447299,0.4526490960723624,0.0,1.0000000000000004
0.7497383549556986,1.0,0.4291255525469634,0.4365996783659018,0.0,0.5115477303684176,0.22239283353497216,0.22239283353497216,0.0,0.24352920263396988,0.3717126157137991,0.18673331429495207,0.5499541741628404,0.6269583758106293,0.6111941094678548,0.0,1.0000000000000004
0.49132619441234654,1.0,0.5052141927813157,0.0,0.5444911135902626,0.0,1.0,0.0,1.0,0.0,0.0,0.4359695403536438,0.46681108490506484,0.4930025437117986,0.45359105252857485,0.0,1.0000000000000004
0.900643844984643,1.0,0.5519362648214202,0.5016893646182394,0.5201128445751283,0.7167615574676959,0.7369658827051856,0.22239283353497216,0.5025006799867999,0.6615101524734889,0.5877692631634879,0.3734666285899042,0.8353875135106013,0.6811152965261772,0.6583124377247552,0.0,1.0000000000000004
0.3184581849457311,1.0,0.42731002112311794,0.0,0.4605304296158518,0.0,0.5025006799867999,0.0,0.5025006799867999,0.0,0.0,0.30454891826664765,0.7695581884911724,0.46945757207131655,0.45082655696256074,0.0,1.0000000000000004
0.954286677506419,1.0,0.7424988622776418,0.6520510369597736,0.7597530738746652,0.7495769193282238,1.0,0.22239283353497216,1.0,0.4425070493497599,0.4974595861595461,0.7095289012316469,0.8688751121873277,0.7707378724099715,0.7198828230996553,0.0,1.0000000000000004
0.7163207316413708,1.0,0.667281001439063,0.564641781201384,0.6840522571572135,0.4809205065023772,1.0,0.11547677351370127,1.0,0.16823368411269113,0.22791454684042156,0.6507617879279374,0.7476455818249981,0.5974034759832847,0.4929591135345069,0.0,1.0000000000000004
0.8945035489767772,1.0,0.535789626700428,0.5451215321501804,0.0,0.6581416986904853,0.11547677351370127,0.11547677351370127,0.0,0.16823368411269113,0.28759613774675513,0.2356312079433912,0.8353875135106013,0.6877094529599754,0.695613504226579,0.0,1.0000000000000004
0.49129866680106377,1.0,0.5979414804920893,0.608355891451854,0.0,0.0,0.9385997062393202,0.9385997062393202,0.0,0.0,0.0,0.4223645222383433,0.49537474529023884,0.5584939945083567,0.4691156656569531,0.3785116232537297,1.0000000000000004
0.8286229309862638,0.7884961226002242,0.5839398763407032,0.0,0.6293371763531113,0.0,1.0,0.0,1.0,0.0,0.0,0.4602926751729552,0.8426816200411691,0.8376567236065429,0.8705270749085824,0.0,1.0000000000000004
0.752241582432214,1.0,0.0,0.0,0.0,0.42820176608872373,0.0,0.0,0.0,0.08735480693716603,0.14379806887337757,0.0,0.558912040916852,0.5413498026252599,0.5733296301807235,0.0,1.0000000000000004
0.9044608081446476,1.0,0.0,0.0,0.0,0.8448154452287997,0.0,0.0,0.0,0.5964742905834144,0.5155106845871766,0.0,0.8112176950128827,0.6831047041474967,0.6749153533206488,0.0,0.8706984847056556
0.8428722553927177,1.0,0.7199274578676761,0.697505951693526,0.6591761636387642,0.6911724399649731,0.8073549220576041,0.5849625007211562,0.8073549220576041,0.3139634751770689,0.4313942066201327,0.6352991339717767,0.7190610364693493,0.6820577612749107,0.6522978287725024,0.0,1.0000000000000004
0.8872682861680201,1.0,0.49285289481042527,0.5014369665912313,0.0,0.7417293913075877,0.11547677351370127,0.11547677351370127,0.0,0.3139634751770689,0.5321160854510346,0.18673331429495207,0.8112176950128827,0.6573066989347283,0.6776760822493072,0.0,1.0000000000000004
0.736026998398669,0.540567930520432,0.6362114546134325,0.6472924178210715,0.0,0.8111089301365115,0.11547677351370127,0.11547677351370127,0.0,0.3139634751770689,0.40369221643405473,0.330750215705129,0.7826314078605396,0.9144333536811723,0.5845589314254518,0.41503713860503844,1.0000000000000004
0.6594902507354428,0.7884961226002242,0.0,0.0,0.0,0.7480908916549084,0.0,0.0,0.0,0.24352920263396988,0.28759613774675513,0.0,0.558912040916852,0.7410658770468078,0.5016695674737116,0.22239283353497216,1.0000000000000004
0.6765240877025943,0.932885872841225,0.6788123070613887,0.6281948121599038,0.6594336063566372,0.714757612832814,0.6629647089971256,0.5025006799867999,0.41503713860503844,0.24352920263396988,0.5155106845871766,0.5663814236485203,0.638979574330508,0.6591663444701642,0.5237097958679149,0.15200294917553867,1.0000000000000004
